Timestamp,SystemCodeNumber,Capacity,Occupancy,IsSpecialDay,VehicleType,Latitude,Longitude,TrafficConditionNearby,QueueLength,OccupancyRate,BaselinePrice,DemandScore,DemandPrice,SmoothedDemandPrice
2016-10-04 07:59:00,BHMBCCMKT01,577,61,0,car,26.14453614,91.73617216,0.0,1,0.10571923743500866,10.0,0.1320623916811092,10.396187175043327,10.396187175043327
2016-10-04 07:59:00,BHMNCPHST01,1200,237,0,bike,26.14001386,91.73099967,0.0,2,0.1975,10.0,0.10958333333333334,10.32875,10.32875
2016-10-04 07:59:00,BHMMBMMBX01,687,264,0,car,20.0000347,78.00000286,0.0,2,0.38427947598253276,20.0,0.2158660844250364,21.29519650655022,21.29519650655022
2016-10-04 07:59:00,BHMNCPNST01,485,249,0,car,26.14004753,91.73097233,0.0,2,0.51340206185567,20.0,0.2548453608247423,21.529072164948452,21.529072164948452
2016-10-04 07:59:00,Shopping,1920,614,0,cycle,26.15050395,91.73353109,0.0,2,0.31979166666666664,20.0,0.14614583333333334,20.876875,20.876875
2016-10-04 07:59:00,BHMEURBRD01,470,117,0,car,26.14901995,91.7395035,0.0,2,0.24893617021276596,20.0,0.17553191489361702,21.0531914893617,21.0531914893617
2016-10-04 07:59:00,Broad Street,690,178,0,car,26.13795775,91.74099445,0.0,2,0.2579710144927536,20.0,0.17797101449275363,21.067826086956522,21.067826086956522
2016-10-04 07:59:00,Others-CCCPS8,1322,445,0,bike,26.14754886,91.72799519,0.5,3,0.33661119515885024,20.0,0.2014372163388805,21.208623298033284,21.208623298033284
2016-10-04 07:59:00,Others-CCCPS105a,2009,709,0,car,26.14747299,91.72804914,0.0,2,0.35291189646590343,20.0,0.20607267297162768,21.236436037829765,21.236436037829765
2016-10-04 07:59:00,Others-CCCPS119a,2803,195,0,car,26.14754061,91.72797041,0.0,1,0.06956831965750981,10.0,0.1209418480199786,10.362825544059936,10.362825544059936
2016-10-04 07:59:00,BHMBCCTHL01,387,120,0,car,26.14449459,91.73620513,0.0,2,0.31007751937984496,20.0,0.19405684754521962,21.164341085271317,21.164341085271317
2016-10-04 07:59:00,Others-CCCPS135a,3883,1081,0,car,26.14749943,91.72800489,0.0,2,0.27839299510687615,20.0,0.18362091166623745,21.101725469997426,21.101725469997426
2016-10-04 07:59:00,Others-CCCPS202,2937,547,0,bike,26.14749053,91.72799688,0.0,2,0.18624446714334356,10.0,0.10600953353762343,10.31802860061287,10.31802860061287
2016-10-04 07:59:00,Others-CCCPS98,3103,588,0,car,26.14749998,91.72797778,0.5,2,0.1894940380277151,10.0,0.20697711891717693,10.62093135675153,10.62093135675153
2016-10-04 08:25:00,Others-CCCPS8,1322,478,0,truck,26.14754886,91.72799519,0.0,2,0.3615733736762481,20.0,0.15877458396369137,20.95264750378215,21.080635400907717
2016-10-04 08:25:00,BHMNCPNST01,485,267,0,truck,26.14004753,91.73097233,0.0,2,0.5505154639175258,20.0,0.21597938144329898,21.295876288659795,21.41247422680412
2016-10-04 08:25:00,Others-CCCPS105a,2009,780,0,car,26.14747299,91.72804914,0.5,3,0.38825286212045795,20.0,0.2667745146839224,21.600647088103536,21.418541562966652
2016-10-04 08:25:00,Others-CCCPS202,2937,665,0,car,26.14749053,91.72799688,0.0,2,0.22642151855635,20.0,0.16806264896152537,21.008375893769152,15.66320224719101
2016-10-04 08:25:00,Others-CCCPS135a,3883,1467,0,bike,26.14749943,91.72800489,0.0,3,0.3778006695853721,20.0,0.16349472057687353,20.98096832346124,21.041346896729333
2016-10-04 08:25:00,BHMBCCTHL01,387,129,0,car,26.14449459,91.73620513,0.5,2,0.3333333333333333,20.0,0.25103359173126616,21.506201550387598,21.33527131782946
2016-10-04 08:25:00,BHMMBMMBX01,687,302,0,car,20.0000347,78.00000286,0.0,1,0.4395924308588064,20.0,0.2321688500727802,21.393013100436683,21.34410480349345
2016-10-04 08:25:00,BHMEURBRD01,470,174,0,bike,26.14901995,91.7395035,0.0,1,0.3702127659574468,20.0,0.16148936170212763,20.968936170212764,21.011063829787233
2016-10-04 08:25:00,Others-CCCPS98,3103,678,0,bike,26.14749998,91.72797778,0.5,3,0.21849822752175313,20.0,0.16574282951981953,20.99445697711892,15.807694166935224
2016-10-04 08:25:00,Broad Street,690,269,0,car,26.13795775,91.74099445,0.0,2,0.3898550724637681,20.0,0.21753623188405796,21.305217391304346,21.186521739130434
2016-10-04 08:25:00,Others-CCCPS119a,2803,238,0,car,26.14754061,91.72797041,0.5,2,0.0849090260435248,10.0,0.17561541205850875,10.526846236175526,10.44483589011773
2016-10-04 08:25:00,Shopping,1920,761,0,car,26.15050395,91.73353109,0.0,2,0.3963541666666667,20.0,0.21911458333333333,21.3146875,21.09578125
2016-10-04 08:25:00,BHMNCPHST01,1200,315,0,bike,26.14001386,91.73099967,0.0,2,0.2625,20.0,0.12908333333333333,20.7745,15.551625
2016-10-04 08:25:00,BHMBCCMKT01,577,64,0,car,26.14453614,91.73617216,0.0,1,0.11091854419410745,10.0,0.13362218370883883,10.400866551126516,10.398526863084921
2016-10-04 08:59:00,Others-CCCPS8,1322,518,0,car,26.14754886,91.72799519,0.5,3,0.3918305597579425,20.0,0.2680030257186082,21.60801815431165,21.25642965204236
2016-10-04 08:59:00,BHMBCCTHL01,387,155,0,car,26.14449459,91.73620513,0.0,2,0.4005167958656331,20.0,0.22118863049095608,21.327131782945738,21.332558139534886
2016-10-04 08:59:00,Others-CCCPS119a,2803,323,0,car,26.14754061,91.72797041,0.0,2,0.11523367820192651,10.0,0.13471280770602925,10.404138423118088,10.431270067784517
2016-10-04 08:59:00,Shopping,1920,958,0,car,26.15050395,91.73353109,0.0,2,0.49895833333333334,20.0,0.24989583333333334,21.499375,21.2303125
2016-10-04 08:59:00,Others-CCCPS135a,3883,2007,0,car,26.14749943,91.72800489,0.0,2,0.516868400721092,20.0,0.2551635333505022,21.530981200103014,21.204558331187226
2016-10-04 08:59:00,Broad Street,690,415,0,bike,26.13795775,91.74099445,0.0,3,0.6014492753623188,20.0,0.23130434782608694,21.387826086956522,21.253623188405797
2016-10-04 08:59:00,BHMNCPNST01,485,278,0,car,26.14004753,91.73097233,0.0,2,0.5731958762886598,20.0,0.27278350515463917,21.636701030927835,21.48721649484536
2016-10-04 08:59:00,BHMEURBRD01,470,269,0,truck,26.14901995,91.7395035,0.0,2,0.5723404255319149,20.0,0.2225531914893617,21.335319148936172,21.119148936170212
2016-10-04 08:59:00,BHMMBMMBX01,687,346,0,truck,20.0000347,78.00000286,0.0,2,0.5036390101892285,20.0,0.20167394468704514,21.21004366812227,21.299417758369724
2016-10-04 08:59:00,BHMBCCMKT01,577,80,0,car,26.14453614,91.73617216,0.0,2,0.1386481802426343,10.0,0.14228769497400345,10.42686308492201,10.40797227036395
2016-10-04 08:59:00,Others-CCCPS98,3103,792,0,car,26.14749998,91.72797778,0.0,3,0.25523686754753466,20.0,0.176764421527554,21.060586529165324,17.558658287678593
2016-10-04 08:59:00,BHMNCPHST01,1200,441,0,car,26.14001386,91.73099967,0.0,2,0.3675,20.0,0.21058333333333334,21.2635,17.455583333333333
2016-10-04 08:59:00,Others-CCCPS202,2937,848,0,bike,26.14749053,91.72799688,0.0,2,0.28872999659516513,20.0,0.1367551923731699,20.82053115423902,17.38231188287368
2016-10-04 08:59:00,Others-CCCPS105a,2009,864,0,car,26.14747299,91.72804914,0.0,2,0.4300647088103534,20.0,0.22921851667496265,21.375311100049775,21.404131408661026
2016-10-04 09:32:00,BHMEURBRD01,470,351,0,cycle,26.14901995,91.7395035,0.0,3,0.7468085106382979,20.0,0.2753191489361702,21.651914893617022,21.31872340425532
2016-10-04 09:32:00,BHMBCCTHL01,387,204,0,cycle,26.14449459,91.73620513,0.0,2,0.5271317829457365,20.0,0.2091731266149871,21.255038759689924,21.362790697674416
2016-10-04 09:32:00,Others-CCCPS202,2937,1036,0,car,26.14749053,91.72799688,0.0,3,0.35274089206673476,20.0,0.20602655771195097,21.236159346271705,21.021688798093294
2016-10-04 09:32:00,Others-CCCPS8,1322,590,0,cycle,26.14754886,91.72799519,0.0,3,0.4462934947049924,20.0,0.18434190620272312,21.106051437216337,21.222239031770044
2016-10-04 09:32:00,Broad Street,690,530,0,car,26.13795775,91.74099445,0.0,2,0.7681159420289855,20.0,0.33101449275362316,21.98608695652174,21.559710144927536
2016-10-04 09:32:00,Others-CCCPS98,3103,932,0,car,26.14749998,91.72797778,0.0,3,0.30035449564937156,20.0,0.19029970995810505,21.14179825974863,21.065613922010957
2016-10-04 09:32:00,Others-CCCPS119a,2803,420,0,bike,26.14754061,91.72797041,0.0,2,0.14983945772386728,10.0,0.09509454156261149,10.285283624687834,10.405422761327149
2016-10-04 09:32:00,Others-CCCPS105a,2009,1004,0,car,26.14747299,91.72804914,0.0,3,0.4997511199601792,20.0,0.2502239920358387,21.50134395221503,21.49243404678945
2016-10-04 09:32:00,BHMBCCMKT01,577,107,0,car,26.14453614,91.73617216,0.0,2,0.1854419410745234,10.0,0.1563258232235702,10.46897746967071,10.432235701906412
2016-10-04 09:32:00,Shopping,1920,1121,0,cycle,26.15050395,91.73353109,0.0,3,0.5838541666666667,20.0,0.22546875,21.3528125,21.388958333333335
2016-10-04 09:32:00,Others-CCCPS135a,3883,2502,0,bike,26.14749943,91.72800489,0.0,3,0.6443471542621684,20.0,0.2434586659799124,21.460751995879473,21.32423383981458
2016-10-04 09:32:00,BHMMBMMBX01,687,414,0,truck,20.0000347,78.00000286,0.0,2,0.6026200873362445,20.0,0.2313682678311499,21.388209606986898,21.33042212518195
2016-10-04 09:32:00,BHMNCPHST01,1200,552,0,bike,26.14001386,91.73099967,0.0,2,0.46,20.0,0.18833333333333335,21.13,21.056
2016-10-04 09:32:00,BHMNCPNST01,485,302,0,truck,26.14004753,91.73097233,0.0,3,0.622680412371134,20.0,0.23804123711340208,21.428247422680414,21.453608247422682
2016-10-04 09:59:00,BHMNCPHST01,1200,638,0,car,26.14001386,91.73099967,0.0,2,0.5316666666666666,20.0,0.2598333333333333,21.559,21.3175
2016-10-04 09:59:00,Shopping,1920,1254,0,truck,26.15050395,91.73353109,0.0,3,0.653125,20.0,0.24624999999999997,21.4775,21.443229166666665
2016-10-04 09:59:00,Others-CCCPS8,1322,657,0,truck,26.14754886,91.72799519,0.0,3,0.4969742813918306,20.0,0.1995461422087746,21.197276853252646,21.30378214826021
2016-10-04 09:59:00,BHMEURBRD01,470,397,0,bike,26.14901995,91.7395035,0.0,2,0.8446808510638298,20.0,0.30425531914893617,21.825531914893617,21.604255319148937
2016-10-04 09:59:00,Others-CCCPS98,3103,1052,0,cycle,26.14749998,91.72797778,0.0,3,0.33902674830808893,20.0,0.15190138575572026,20.91140831453432,21.037931034482757
2016-10-04 09:59:00,Others-CCCPS119a,2803,476,0,car,26.14754061,91.72797041,0.0,3,0.1698180520870496,10.0,0.15115947199429183,10.453478415982875,10.380966821262932
2016-10-04 09:59:00,BHMBCCTHL01,387,236,0,car,26.14449459,91.73620513,0.0,2,0.6098191214470284,20.0,0.2839793281653747,21.70387596899225,21.42868217054264
2016-10-04 09:59:00,Others-CCCPS105a,2009,1142,0,car,26.14747299,91.72804914,0.0,3,0.5684420109507218,20.0,0.2708312593330015,21.624987555998008,21.500547536087605
2016-10-04 09:59:00,Others-CCCPS202,2937,1163,0,car,26.14749053,91.72799688,0.0,3,0.39598229485869935,20.0,0.21899897854954034,21.313993871297242,21.12356145726932
2016-10-04 09:59:00,Broad Street,690,600,0,car,26.13795775,91.74099445,0.0,2,0.8695652173913043,20.0,0.36144927536231886,22.168695652173913,21.84753623188406
2016-10-04 09:59:00,BHMNCPNST01,485,327,0,car,26.14004753,91.73097233,0.5,3,0.6742268041237114,20.0,0.3535051546391753,22.12103092783505,21.728659793814433
2016-10-04 09:59:00,BHMBCCMKT01,577,150,0,bike,26.14453614,91.73617216,0.0,2,0.25996533795493937,20.0,0.128682842287695,20.77209705372617,13.889312536106297
2016-10-04 09:59:00,Others-CCCPS135a,3883,2802,0,truck,26.14749943,91.72800489,0.0,3,0.7216070048931239,20.0,0.26663662116919906,21.599819727015195,21.530517640999225
2016-10-04 09:59:00,BHMMBMMBX01,687,485,0,car,20.0000347,78.00000286,0.0,3,0.7059679767103348,20.0,0.3126637554585153,21.87598253275109,21.49141193595342
2016-10-04 10:26:00,Others-CCCPS8,1322,715,0,car,26.14754886,91.72799519,0.0,3,0.5408472012102874,20.0,0.26270801815431166,21.57624810892587,21.293192133131615
2016-10-04 10:26:00,BHMEURBRD01,470,430,0,car,26.14901995,91.7395035,0.0,3,0.9148936170212766,20.0,0.37574468085106383,22.25446808510638,21.91063829787234
2016-10-04 10:26:00,Others-CCCPS98,3103,1142,0,car,26.14749998,91.72797778,0.0,4,0.368030937802127,20.0,0.2106670963583629,21.264002578150176,21.105736384144375
2016-10-04 10:26:00,Broad Street,690,642,0,car,26.13795775,91.74099445,0.0,4,0.9304347826086956,20.0,0.3802898550724637,22.281739130434783,22.14550724637681
2016-10-04 10:26:00,BHMBCCMKT01,577,177,0,car,26.14453614,91.73617216,0.0,3,0.30675909878682844,20.0,0.1930675909878683,21.15840554592721,17.46649335644136
